Date,Price,Open,High,Low,Change %
15-Mar-18,106.34,106.33,106.42,105.78,0.01%
14-Mar-18,106.33,106.56,106.75,106.05,-0.23%
13-Mar-18,106.58,106.42,107.31,106.25,0.15%
12-Mar-18,106.42,106.81,106.97,106.31,-0.36%
9-Mar-18,106.8,106.25,107.06,106.16,0.56%
8-Mar-18,106.2,106.06,106.31,105.88,0.11%
7-Mar-18,106.08,106.12,106.22,105.44,-0.04%
6-Mar-18,106.12,106.2,106.47,105.84,-0.08%
5-Mar-18,106.2,105.69,106.25,105.36,0.43%
2-Mar-18,105.75,106.23,106.31,105.25,-0.46%
1-Mar-18,106.24,106.67,107.2,106.16,-0.40%
28-Feb-18,106.67,107.33,107.53,106.55,-0.61%
27-Feb-18,107.33,106.94,107.69,106.78,0.36%
26-Feb-18,106.94,106.84,107.3,106.38,0.05%
23-Feb-18,106.89,106.75,107.14,106.48,0.13%
22-Feb-18,106.75,107.78,107.81,106.59,-0.96%
21-Feb-18,107.78,107.33,107.92,107.27,0.42%
20-Feb-18,107.33,106.61,107.39,106.56,0.68%
19-Feb-18,106.6,106.33,106.73,106.09,0.27%
16-Feb-18,106.31,106.14,106.41,105.53,0.18%
15-Feb-18,106.12,107,107.03,106.03,-0.84%
14-Feb-18,107.02,107.83,107.91,106.72,-0.75%
13-Feb-18,107.83,108.64,108.78,107.39,-0.76%
12-Feb-18,108.66,108.81,108.95,108.44,-0.13%
9-Feb-18,108.8,108.75,109.31,108.05,0.05%
8-Feb-18,108.75,109.31,109.78,108.58,-0.53%
7-Feb-18,109.33,109.56,109.72,108.92,-0.21%
6-Feb-18,109.56,109.08,109.66,108.44,0.41%
5-Feb-18,109.11,110.11,110.31,108.98,-0.91%
2-Feb-18,110.11,109.41,110.48,109.28,0.64%
1-Feb-18,109.41,109.19,109.75,109.09,0.20%
31-Jan-18,109.19,108.78,109.45,108.58,0.38%
30-Jan-18,108.78,108.97,109.22,108.42,-0.16%
29-Jan-18,108.95,108.69,109.2,108.5,0.21%
26-Jan-18,108.72,109.42,109.78,108.28,-0.63%
25-Jan-18,109.41,109.22,109.7,108.5,0.17%
24-Jan-18,109.22,110.31,110.34,108.97,-0.99%
23-Jan-18,110.31,110.92,111.19,110.25,-0.55%
22-Jan-18,110.92,110.62,111.23,110.52,0.13%
19-Jan-18,110.78,111.11,111.14,110.5,-0.30%
18-Jan-18,111.11,111.3,111.5,110.7,-0.15%
17-Jan-18,111.28,110.44,111.34,110.19,0.75%
16-Jan-18,110.45,110.55,110.98,110.25,-0.08%
15-Jan-18,110.54,111.07,111.2,110.32,-0.45%
12-Jan-18,111.04,111.26,111.7,110.91,-0.19%
11-Jan-18,111.25,111.44,111.89,111.05,-0.17%
10-Jan-18,111.44,112.66,112.78,111.28,-1.08%
9-Jan-18,112.66,113.11,113.19,112.36,-0.38%
8-Jan-18,113.09,113.06,113.39,112.89,0.01%
5-Jan-18,113.08,112.75,113.32,112.72,0.29%
4-Jan-18,112.75,112.5,112.87,112.46,0.22%
3-Jan-18,112.5,112.3,112.61,112.17,0.18%
2-Jan-18,112.3,112.67,112.8,112.06,-0.32%
1-Jan-18,112.66,112.67,112.69,112.64,-0.03%
29-Dec-17,112.69,112.88,112.98,112.47,-0.18%
28-Dec-17,112.89,113.36,113.36,112.67,-0.41%
27-Dec-17,113.36,113.25,113.39,113.14,0.11%
26-Dec-17,113.23,113.28,113.36,113.12,-0.04%
25-Dec-17,113.28,113.33,113.38,113.22,0.01%
22-Dec-17,113.27,113.32,113.45,113.25,-0.05%
21-Dec-17,113.33,113.41,113.64,113.2,-0.05%
20-Dec-17,113.39,112.89,113.47,112.84,0.44%
19-Dec-17,112.89,112.54,113.08,112.51,0.30%
18-Dec-17,112.55,112.64,112.85,112.32,-0.03%
15-Dec-17,112.58,112.39,112.75,112.03,0.17%
14-Dec-17,112.39,112.53,112.88,112.06,-0.14%
13-Dec-17,112.55,113.56,113.58,112.47,-0.88%
12-Dec-17,113.55,113.58,113.75,113.38,-0.01%
11-Dec-17,113.56,113.48,113.69,113.24,0.07%
8-Dec-17,113.48,113.08,113.58,113.06,0.35%
7-Dec-17,113.08,112.28,113.16,112.2,0.69%
6-Dec-17,112.3,112.59,112.67,112,-0.26%
5-Dec-17,112.59,112.41,112.88,112.38,0.15%
4-Dec-17,112.42,112.41,113.09,112.36,0.28%
1-Dec-17,112.11,112.53,112.88,111.42,-0.37%
30-Nov-17,112.53,111.92,112.64,111.72,0.54%
29-Nov-17,111.93,111.48,112.15,111.37,0.40%
28-Nov-17,111.48,111.09,111.64,110.94,0.35%
27-Nov-17,111.09,111.41,111.69,110.83,-0.41%
24-Nov-17,111.55,111.22,111.64,111.19,0.30%
23-Nov-17,111.22,111.21,111.38,111.06,0.00%
22-Nov-17,111.22,112.45,112.5,111.14,-1.09%
21-Nov-17,112.44,112.62,112.72,112.17,-0.16%
20-Nov-17,112.62,112.08,112.72,111.88,0.48%
17-Nov-17,112.08,113.05,113.16,111.94,-0.87%
16-Nov-17,113.06,112.88,113.34,112.73,0.16%
15-Nov-17,112.88,113.47,113.5,112.47,-0.50%
14-Nov-17,113.45,113.62,113.92,113.31,-0.15%
13-Nov-17,113.62,113.52,113.72,113.25,0.08%
10-Nov-17,113.53,113.47,113.64,113.2,0.05%
9-Nov-17,113.47,113.86,114.08,113.09,-0.36%
8-Nov-17,113.88,114,114.05,113.39,-0.12%
7-Nov-17,114.02,113.7,114.34,113.69,0.28%
6-Nov-17,113.7,114,114.74,113.7,-0.33%
3-Nov-17,114.08,114.08,114.44,113.66,-0.01%
2-Nov-17,114.09,114.17,114.22,113.53,-0.07%
1-Nov-17,114.17,113.64,114.3,113.61,0.47%
31-Oct-17,113.64,113.17,113.73,112.97,0.40%
30-Oct-17,113.19,113.73,113.84,113.03,-0.44%
27-Oct-17,113.69,113.98,114.45,113.64,-0.25%
26-Oct-17,113.98,113.75,114.08,113.34,0.20%
25-Oct-17,113.75,113.92,114.25,113.48,-0.13%
24-Oct-17,113.9,113.43,114.01,113.25,0.41%
23-Oct-17,113.44,113.69,114.11,113.25,-0.07%
20-Oct-17,113.52,112.53,113.58,112.52,0.86%
19-Oct-17,112.55,112.94,113.16,112.31,-0.35%
18-Oct-17,112.94,112.2,113.06,112.14,0.66%
17-Oct-17,112.2,112.19,112.48,112.03,0.01%
16-Oct-17,112.19,111.85,112.29,111.65,0.30%
13-Oct-17,111.86,112.28,112.33,111.69,-0.37%
12-Oct-17,112.28,112.5,112.53,112.12,-0.20%
11-Oct-17,112.5,112.45,112.59,112.08,0.04%
10-Oct-17,112.45,112.67,112.83,112,-0.20%
9-Oct-17,112.67,112.69,112.75,112.32,0.03%
6-Oct-17,112.64,112.81,113.44,112.61,-0.16%
5-Oct-17,112.82,112.75,112.92,112.41,0.06%
4-Oct-17,112.75,112.86,112.94,112.33,-0.10%
3-Oct-17,112.86,112.75,113.2,112.64,0.08%
2-Oct-17,112.77,112.56,113.06,112.44,0.25%
29-Sep-17,112.49,112.35,112.74,112.21,0.13%
28-Sep-17,112.34,112.86,113.2,112.25,-0.43%
27-Sep-17,112.83,112.25,113.27,112.21,0.53%
26-Sep-17,112.23,111.73,112.48,111.5,0.45%
25-Sep-17,111.73,111.98,112.53,111.47,-0.22%
22-Sep-17,111.98,112.47,112.56,111.66,-0.44%
21-Sep-17,112.47,112.21,112.72,112.13,0.22%
20-Sep-17,112.22,111.58,112.53,111.11,0.56%
19-Sep-17,111.59,111.56,111.89,111.19,0.02%
18-Sep-17,111.57,110.88,111.67,110.88,0.66%
15-Sep-17,110.84,110.22,111.33,109.55,0.55%
14-Sep-17,110.23,110.48,111.03,110.08,-0.23%
13-Sep-17,110.48,110.19,110.7,109.92,0.28%
12-Sep-17,110.17,109.42,110.27,109.25,0.69%
11-Sep-17,109.41,108.2,109.52,108.14,1.46%
8-Sep-17,107.84,108.45,108.5,107.33,-0.56%
7-Sep-17,108.45,109.23,109.28,108.06,-0.71%
6-Sep-17,109.23,108.81,109.41,108.45,0.39%
5-Sep-17,108.81,109.73,109.84,108.64,-0.85%
4-Sep-17,109.74,109.4,109.94,109.31,-0.48%
1-Sep-17,110.27,109.97,110.42,109.56,0.27%
31-Aug-17,109.97,110.25,110.67,109.89,-0.24%
30-Aug-17,110.23,109.75,110.44,109.53,0.44%
29-Aug-17,109.75,109.27,109.91,108.27,0.46%
28-Aug-17,109.25,109.26,109.42,109.03,-0.10%
25-Aug-17,109.36,109.56,109.86,109.11,-0.18%
24-Aug-17,109.56,109.06,109.61,108.83,0.49%
23-Aug-17,109.03,109.56,109.83,108.92,-0.49%
22-Aug-17,109.57,108.97,109.65,108.87,0.54%
21-Aug-17,108.98,109.34,109.43,108.62,-0.19%
18-Aug-17,109.19,109.58,109.61,108.61,-0.35%
17-Aug-17,109.57,110.2,110.37,109.43,-0.56%
16-Aug-17,110.19,110.67,110.95,110.02,-0.43%
15-Aug-17,110.67,109.64,110.86,109.59,0.94%
14-Aug-17,109.64,109.06,109.81,109.03,0.41%
11-Aug-17,109.19,109.22,109.44,108.77,-0.03%
10-Aug-17,109.22,110.08,110.19,109.14,-0.78%
9-Aug-17,110.08,110.31,110.39,109.56,-0.21%
8-Aug-17,110.31,110.73,110.83,110.23,-0.40%
7-Aug-17,110.75,110.61,110.92,110.61,0.05%
4-Aug-17,110.69,110.03,111.06,109.83,0.58%
3-Aug-17,110.05,110.72,110.84,109.86,-0.61%
2-Aug-17,110.73,110.36,111,110.28,0.34%
1-Aug-17,110.36,110.25,110.59,109.92,0.10%
31-Jul-17,110.25,110.64,110.78,110.19,-0.38%
28-Jul-17,110.67,111.28,111.34,110.55,-0.52%
27-Jul-17,111.25,111.18,111.73,110.78,0.07%
26-Jul-17,111.17,111.89,112.2,111.06,-0.64%
25-Jul-17,111.89,111.08,111.96,110.81,0.70%
24-Jul-17,111.11,111.06,111.31,110.61,-0.01%
21-Jul-17,111.12,111.92,112.09,111,-0.71%
20-Jul-17,111.91,111.98,112.43,111.48,-0.05%
19-Jul-17,111.97,112.08,112.25,111.56,-0.10%
18-Jul-17,112.08,112.62,112.72,111.67,-0.50%
17-Jul-17,112.64,112.5,112.88,112.31,0.10%
14-Jul-17,112.53,113.29,113.6,112.27,-0.66%
13-Jul-17,113.28,113.16,113.53,112.86,0.11%
12-Jul-17,113.16,113.94,113.98,112.92,-0.68%
11-Jul-17,113.94,114.05,114.51,113.72,-0.09%
10-Jul-17,114.04,113.97,114.3,113.85,0.13%
7-Jul-17,113.89,113.19,114.19,113.08,0.59%
6-Jul-17,113.22,113.27,113.48,112.89,-0.04%
5-Jul-17,113.27,113.28,113.69,112.81,-0.01%
4-Jul-17,113.28,113.38,113.48,112.73,-0.10%
3-Jul-17,113.39,112.14,113.48,111.94,0.90%
30-Jun-17,112.38,112.19,112.62,111.74,0.18%
29-Jun-17,112.18,112.31,112.94,111.81,-0.11%
28-Jun-17,112.3,112.36,112.43,111.83,-0.05%
27-Jun-17,112.36,111.88,112.47,111.45,0.46%
26-Jun-17,111.84,111.11,111.94,111.11,0.49%
23-Jun-17,111.29,111.35,111.45,111.16,-0.04%
22-Jun-17,111.33,111.35,111.45,110.93,-0.04%
21-Jun-17,111.38,111.45,111.73,111.05,-0.05%
20-Jun-17,111.44,111.53,111.81,111.31,-0.08%
19-Jun-17,111.53,110.83,111.61,110.75,0.60%
16-Jun-17,110.86,110.92,111.44,110.64,-0.07%
15-Jun-17,110.94,109.56,111,109.28,1.24%
14-Jun-17,109.58,110.06,110.36,108.83,-0.45%
13-Jun-17,110.07,109.95,110.28,109.82,0.12%
12-Jun-17,109.94,110.36,110.44,109.61,-0.36%
9-Jun-17,110.34,110,110.81,109.75,0.31%
8-Jun-17,110,109.83,110.42,109.39,0.17%
7-Jun-17,109.81,109.44,109.91,109.11,0.37%
6-Jun-17,109.41,110.44,110.52,109.2,-0.96%
5-Jun-17,110.47,110.36,110.73,110.25,0.05%
2-Jun-17,110.42,111.34,111.72,110.31,-0.84%
1-Jun-17,111.36,110.77,111.48,110.67,0.52%
31-May-17,110.78,110.86,111.25,110.47,-0.06%
30-May-17,110.85,111.27,111.35,110.67,-0.37%
29-May-17,111.26,111.32,111.48,111.16,-0.07%
26-May-17,111.34,111.86,111.89,110.89,-0.44%
25-May-17,111.83,111.48,111.95,111.47,0.30%
24-May-17,111.5,111.76,112.12,111.46,-0.25%
23-May-17,111.78,111.31,111.86,110.86,0.43%
22-May-17,111.3,111.33,111.62,110.89,0.02%
19-May-17,111.28,111.48,111.7,111.03,-0.20%
18-May-17,111.5,110.83,111.73,110.23,0.61%
17-May-17,110.82,113.13,113.14,110.78,-2.03%
16-May-17,113.12,113.78,113.8,112.91,-0.58%
15-May-17,113.78,113.19,113.86,113.11,0.39%
12-May-17,113.34,113.86,113.97,113.19,-0.46%
11-May-17,113.86,114.31,114.39,113.47,-0.37%
10-May-17,114.28,113.98,114.36,113.62,0.26%
9-May-17,113.98,113.25,114.33,113.11,0.64%
8-May-17,113.25,112.98,113.31,112.38,0.47%
5-May-17,112.72,112.45,112.83,112.08,0.23%
4-May-17,112.46,112.74,113.05,112.3,-0.26%
3-May-17,112.75,112,112.8,111.95,0.69%
2-May-17,111.98,111.86,112.33,111.78,0.13%
1-May-17,111.84,111.3,111.93,111.19,0.26%
28-Apr-17,111.55,111.25,111.72,111.06,0.25%
27-Apr-17,111.27,111.06,111.61,111,0.19%
26-Apr-17,111.06,111.11,111.8,110.88,-0.03%
25-Apr-17,111.09,109.77,111.19,109.58,1.20%
24-Apr-17,109.77,110.25,110.64,109.64,0.63%
21-Apr-17,109.08,109.33,109.44,108.86,-0.22%
20-Apr-17,109.32,108.85,109.49,108.7,0.42%
19-Apr-17,108.86,108.42,109.19,108.36,0.41%
18-Apr-17,108.42,108.92,109.23,108.31,-0.45%
17-Apr-17,108.91,108.67,109.06,108.12,0.25%
14-Apr-17,108.64,109.09,109.25,108.55,-0.41%
13-Apr-17,109.09,109.02,109.41,108.72,0.06%
12-Apr-17,109.03,109.63,109.89,108.96,-0.54%
11-Apr-17,109.62,110.94,110.97,109.6,-1.19%
10-Apr-17,110.94,111.09,111.58,110.78,-0.12%
7-Apr-17,111.07,110.81,111.38,110.13,0.23%
6-Apr-17,110.81,110.69,111.14,110.28,0.10%
5-Apr-17,110.7,110.77,111.47,110.53,-0.05%
4-Apr-17,110.75,110.89,110.97,110.27,-0.13%
3-Apr-17,110.89,111.41,111.61,110.84,-0.45%
31-Mar-17,111.39,111.92,112.2,111.22,-0.47%
30-Mar-17,111.92,111.06,111.97,110.94,0.78%
29-Mar-17,111.05,111.14,111.33,110.7,-0.10%
28-Mar-17,111.16,110.69,111.22,110.19,0.45%
27-Mar-17,110.66,111.23,111.27,110.1,-0.61%
24-Mar-17,111.34,110.94,111.5,110.61,0.36%
23-Mar-17,110.94,111.17,111.58,110.61,-0.20%
22-Mar-17,111.16,111.7,111.81,110.72,-0.50%
21-Mar-17,111.72,112.55,112.88,111.55,-0.75%
20-Mar-17,112.56,112.69,112.89,112.44,-0.14%
17-Mar-17,112.72,113.31,113.5,112.55,-0.52%
16-Mar-17,113.31,113.36,113.56,112.91,-0.06%
15-Mar-17,113.38,114.75,114.91,113.18,-1.19%
14-Mar-17,114.75,114.88,115.2,114.5,-0.11%
13-Mar-17,114.88,114.81,114.93,114.47,0.11%
10-Mar-17,114.75,114.94,115.51,114.63,-0.17%
9-Mar-17,114.94,114.38,115.03,114.33,0.52%
8-Mar-17,114.35,113.99,114.77,113.61,0.32%
7-Mar-17,113.98,113.89,114.17,113.72,0.08%
6-Mar-17,113.89,114.02,114.14,113.55,-0.11%
3-Mar-17,114.02,114.42,114.77,113.83,-0.34%
2-Mar-17,114.41,113.75,114.61,113.69,0.60%
1-Mar-17,113.73,112.78,114.06,112.73,0.84%
28-Feb-17,112.78,112.72,112.91,111.7,0.07%
27-Feb-17,112.7,112.11,112.86,111.92,0.45%
24-Feb-17,112.19,112.61,112.96,111.92,-0.36%
23-Feb-17,112.59,113.31,113.47,112.56,-0.63%
22-Feb-17,113.3,113.72,113.75,112.91,-0.34%
21-Feb-17,113.69,113.08,113.78,113.08,0.52%
20-Feb-17,113.1,112.86,113.26,112.78,0.19%
17-Feb-17,112.88,113.25,113.53,112.61,-0.31%
16-Feb-17,113.23,114.17,114.36,113.09,-0.82%
15-Feb-17,114.17,114.23,114.97,113.84,-0.08%
14-Feb-17,114.26,113.73,114.5,113.22,0.45%
13-Feb-17,113.75,113.33,114.17,113.28,0.47%
10-Feb-17,113.22,113.25,113.88,112.86,-0.03%
9-Feb-17,113.25,111.97,113.38,111.73,1.17%
8-Feb-17,111.94,112.36,112.55,111.61,-0.40%
7-Feb-17,112.39,111.75,112.58,111.58,0.57%
6-Feb-17,111.75,112.42,112.81,111.64,-0.84%
3-Feb-17,112.7,112.78,113.45,112.28,-0.10%
2-Feb-17,112.81,113.25,113.36,112.03,-0.39%
1-Feb-17,113.25,112.81,113.97,112.62,0.40%
31-Jan-17,112.8,113.75,113.97,112.06,-0.86%
30-Jan-17,113.78,115.09,115.14,113.44,-1.13%
27-Jan-17,115.08,114.53,115.39,114.39,0.48%
26-Jan-17,114.53,113.28,114.86,113.03,1.10%
25-Jan-17,113.28,113.78,114,113.03,-0.46%
24-Jan-17,113.8,112.7,113.91,112.5,0.98%
23-Jan-17,112.7,114.37,114.45,112.68,-1.68%
20-Jan-17,114.62,114.88,115.41,114.22,-0.22%
19-Jan-17,114.87,114.63,115.62,114.38,0.17%
18-Jan-17,114.67,112.61,114.77,112.56,1.80%
17-Jan-17,112.64,114.19,114.3,112.59,-1.37%
16-Jan-17,114.2,114.55,114.55,113.67,-0.29%
13-Jan-17,114.53,114.72,115.46,114.2,-0.17%
